Hour,Minute,End Hour,End Minute,Display Date,Headline,Text,Picture Link,Video Link,Media,Media Credit,Media Caption,Media Thumbnail,Type,Group,Background
2,55,2,56,M:s,7-2,Step 7:Temporary Disconnect:Document therapy results:::,,,,,,,Title,Temporary Disconnect,
2,56,2,57,M:s,7-3,Step 7:Temporary Disconnect:Step 1: Ends therapy:End therapy::,,,,,,,Title,Temporary Disconnect,
2,57,2,58,M:s,7-4,Step 7:Temporary Disconnect:Step 1: Ends therapy:Press Down::,,,,,,,Title,Temporary Disconnect,
2,58,2,59,M:s,7-5,Step 7:Temporary Disconnect:Step 1: Ends therapy:Press GO::,,,,,,,Title,Temporary Disconnect,
2,59,3,0,M:s,7-6,Step 7:Temporary Disconnect:Step 2: Disconnect :press stop::electricution,,,,,,,Title,Temporary Disconnect,
3,0,3,1,M:s,7-7,Step 7:Temporary Disconnect:Step 2: Disconnect :close twist clamp::leaks,,,,,,,Title,Temporary Disconnect,
3,1,3,2,M:s,7-8,Step 7:Temporary Disconnect:Step 2: Disconnect :close twist clamp::biohazards,,,,,,,Title,Temporary Disconnect,
3,2,3,3,M:s,7-9,Step 7:Temporary Disconnect:Step 2: Disconnect :close twist clamp::microorganisms introduced,,,,,,,Title,Temporary Disconnect,
3,3,3,4,M:s,7-10,Step 7:Temporary Disconnect:Step 2: Disconnect :close twist clamp::,,,,,,,Title,Temporary Disconnect,
3,4,3,5,M:s,7-11,Step 7:Temporary Disconnect:Step 2: Disconnect :close twist clamp::,,,,,,,Title,Temporary Disconnect,
3,5,3,6,M:s,7-12,Step 7:Temporary Disconnect:Step 2: Disconnect :close twist clamp::,,,,,,,Title,Temporary Disconnect,
3,6,3,7,M:s,7-13,Step 7:Temporary Disconnect:Step 2: Disconnect :close twist clamp::,,,,,,,Title,Temporary Disconnect,
3,7,3,8,M:s,7-14,Step 7:Temporary Disconnect:Step 2: Disconnect :close twist clamp::,,,,,,,Title,Temporary Disconnect,
3,8,3,9,M:s,7-15,Step 7:Temporary Disconnect:Step 2: Disconnect :close patient line clamp::Leads to Biohazard to caregiver/ electricution/ pinch/ ,,,,,,,Title,Temporary Disconnect,
3,9,3,10,M:s,7-16,Step 7:Temporary Disconnect:Step 2: Disconnect :close patient line clamp::solution drips and air infused,,,,,,,Title,Temporary Disconnect,
3,10,3,11,M:s,7-17,Step 7:Temporary Disconnect:Step 2: Disconnect :open opticap package::see previous section for pouches,,,,,,,Title,Temporary Disconnect,
3,11,3,12,M:s,7-18,Step 7:Temporary Disconnect:Step 2: Disconnect :disconnect transfer set from patient line::see previous disconnect ,,,,,,,Title,Temporary Disconnect,
3,12,3,13,M:s,7-19,Step 7:Temporary Disconnect:Step 2: Disconnect :place patient line into organizer::contamination,,,,,,,Title,Temporary Disconnect,
3,13,3,14,M:s,7-20,Step 7:Temporary Disconnect:Step 2: Disconnect :place patient line into organizer::contamination,,,,,,,Title,Temporary Disconnect,
3,14,3,15,M:s,7-21,Step 7:Temporary Disconnect:Step 2: Disconnect :place patient line into organizer::contamination/ patient inconvenience/ ,,,,,,,Title,Temporary Disconnect,
3,15,3,16,M:s,7-22,Step 7:Temporary Disconnect:Step 2: Disconnect :place patient line into organizer::,,,,,,,Title,Temporary Disconnect,
3,16,3,17,M:s,7-23,Step 7:Temporary Disconnect:Step 2: Disconnect :minicap patient line with opticap::Microorganisms introduced,,,,,,,Title,Temporary Disconnect,
3,17,3,18,M:s,7-24,Step 7:Temporary Disconnect:Step 2: Disconnect :minicap patient line with opticap::patient inconvenience,,,,,,,Title,Temporary Disconnect,
3,18,3,19,M:s,7-25,Step 7:Temporary Disconnect:Step 2: Disconnect :minicap patient line with opticap::patient inconvenience,,,,,,,Title,Temporary Disconnect,
3,19,3,20,M:s,7-26,Step 7:Temporary Disconnect:Step 2: Disconnect :minicap patient line with opticap::staining,,,,,,,Title,Temporary Disconnect,
3,20,3,21,M:s,7-27,Step 7:Temporary Disconnect:Step 2: Disconnect :minicap patient line with opticap::Microorganisms introduced,,,,,,,Title,Temporary Disconnect,
3,21,3,22,M:s,7-28,Step 7:Temporary Disconnect:Step 2: Disconnect :remove blue cover and place white cap on patient line::Microorganisms introduced,,,,,,,Title,Temporary Disconnect,
3,22,3,23,M:s,7-29,Step 7:Temporary Disconnect:Step 2: Disconnect :remove blue cover and place white cap on patient line::patient inconvenience,,,,,,,Title,Temporary Disconnect,
3,23,3,24,M:s,7-30,Step 7:Temporary Disconnect:Step 2: Disconnect :remove blue cover and place white cap on patient line::,,,,,,,Title,Temporary Disconnect,
3,24,3,25,M:s,8-1,Step 8:End of therapy::Patient wakes up::,,,,,,,Title,End of therapy,
3,25,3,26,M:s,8-2,Step 8:End of therapy::Document therapy results::,,,,,,,Title,End of therapy,
3,26,3,27,M:s,8-3,Step 8:End of therapy::End therapy::,,,,,,,Title,End of therapy,
3,27,3,28,M:s,8-4,Step 8:End of therapy::press start to release the chambers::,,,,,,,Title,End of therapy,
3,28,3,29,M:s,8-5,Step 8:End of therapy::Press go::,,,,,,,Title,End of therapy,
3,29,3,30,M:s,8-6,Step 8:End of therapy::Close transfer set::biohazard to caregiver,,,,,,,Title,End of therapy,
3,30,3,31,M:s,8-7,Step 8:End of therapy::Close transfer set::free flow from patient,,,,,,,Title,End of therapy,
3,31,3,32,M:s,8-8,Step 8:End of therapy::Close transfer set::microoganisms introduced,,,,,,,Title,End of therapy,
3,32,3,33,M:s,8-9,Step 8:End of therapy::Close transfer set::overfill,,,,,,,Title,End of therapy,
3,33,3,34,M:s,8-10,Step 8:End of therapy::close all clamps::biohazard to caregiver,,,,,,,Title,End of therapy,
3,34,3,35,M:s,8-11,Step 8:End of therapy::close all clamps::free flow from patient,,,,,,,Title,End of therapy,
3,35,3,36,M:s,8-12,Step 8:End of therapy::close all clamps::microoganisms introduced,,,,,,,Title,End of therapy,
3,36,3,37,M:s,8-13,Step 8:End of therapy::close all clamps::overfill,,,,,,,Title,End of therapy,
3,37,3,38,M:s,8-14,Step 8:End of therapy::Clamp unused lines::biohazard to caregiver,,,,,,,Title,End of therapy,
